date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:51:34	133105/133105	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:51:02%20GMT	http://davtonia.com/blackcoin/es/community-projects/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/community-projects/index.html	(from http://davtonia.com/blackcoin/es/)
00:51:37	34904/34904	---M--	200	added ('OK')	image/jpeg	etag:%22f5e4207cd454d11:0%22	http://davtonia.com/blackcoin/wp-content/uploads/timeline1_opt.jpg	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/wp-content/uploads/timeline1_opt.jpg	(from http://davtonia.com/blackcoin/community-projects/)
00:51:38	160/160	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:51:06%20GMT	http://davtonia.com/blackcoin/es/?page_id=2229	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/index51f7.html	(from http://davtonia.com/blackcoin/es/)
00:51:40	36752/36752	---M--	200	added ('OK')	image/jpeg	etag:%225b62977d454d11:0%22	http://davtonia.com/blackcoin/wp-content/uploads/blackbit_opt.jpg	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/wp-content/uploads/blackbit_opt.jpg	(from http://davtonia.com/blackcoin/community-projects/)
00:51:40	313398/313398	---M--	200	added ('OK')	application/octet-stream	etag:%228ecfb20cb7d11:0%22	http://davtonia.com/blackcoin/wp-content/themes/x/framework/fonts/font_awesome/fontawesome-webfont.svg?v=4.3.0	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/wp-content/themes/x/framework/fonts/font_awesome/fontawesome-webfonte0a5.svg	(from http://davtonia.com/blackcoin/wp-content/themes/x/framework/css/site/stacks/integrity-dark.css?ver=4.1.1)
00:51:41	175/175	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:51:09%20GMT	http://davtonia.com/blackcoin/es/?page_id=2127	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/indexb484.html	(from http://davtonia.com/blackcoin/es/)
00:51:41	157/157	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:51:10%20GMT	http://davtonia.com/blackcoin/?p=2229	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/index3d15.html	(from http://davtonia.com/blackcoin/faq/)
00:51:42	172/172	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:51:10%20GMT	http://davtonia.com/blackcoin/?p=2127	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/index409c.html	(from http://davtonia.com/blackcoin/community-projects/)
00:51:42	39249/39249	---M--	200	added ('OK')	image/jpeg	etag:%2285152e7bd454d11:0%22	http://davtonia.com/blackcoin/wp-content/uploads/Sound_opt.jpg	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/wp-content/uploads/Sound_opt.jpg	(from http://davtonia.com/blackcoin/community-projects/)
00:51:42	154/154	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:51:11%20GMT	http://davtonia.com/blackcoin/portfolio-item/wallpapers/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item/wallpapers/index.html	(from http://davtonia.com/blackcoin/community-projects/)
00:51:43	160/160	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:51:12%20GMT	http://davtonia.com/blackcoin/portfolio-item/map/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item/map/index.html	(from http://davtonia.com/blackcoin/community-projects/)
00:51:43	155/155	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:51:12%20GMT	http://davtonia.com/blackcoin/portfolio-item/blackcoin-freelancers/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item/blackcoin-freelancers/index.html	(from http://davtonia.com/blackcoin/community-projects/)
00:51:43	201/201	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:51:12%20GMT	http://davtonia.com/blackcoin/portfolio-item/blackcoin-timeline/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item/blackcoin-timeline/index.html	(from http://davtonia.com/blackcoin/community-projects/)
00:51:44	163/163	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:51:13%20GMT	http://davtonia.com/blackcoin/portfolio-item/blackbit/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item/blackbit/index.html	(from http://davtonia.com/blackcoin/community-projects/)
00:51:44	149/149	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:51:13%20GMT	http://davtonia.com/blackcoin/portfolio-item/blackcoin-sound/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/portfolio-item/blackcoin-sound/index.html	(from http://davtonia.com/blackcoin/community-projects/)
00:59:21	56686556/56686556	---M--	200	added ('OK')	application/x-zip-compressed	etag:%2299f9a5c3458ad11:0%22	https://davtonia.com/blackhalo/blackhalowin.zip	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackhalo/blackhalowin.zip	(from http://davtonia.com/blackcoin/)
00:59:26	123176/123176	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202016%2007:58:52%20GMT	http://davtonia.com/blackcoin/Popover%20requires%20tooltip.js	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/Popover%20requires%20tooltip.7b.delayed	(from http://davtonia.com/blackcoin/wp-content/plugins/cornerstone/assets/js/dist/site/cs-body.min.js?ver=1.0.6)
00:59:27	1549/1549	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Apr%202016%2007:58:55%20GMT	http://davtonia.com/js/transposhedit.js	C:/My%20Web%20Sites/BlackCoin/davtonia.com/js/transposhedit.7c.delayed	(from http://davtonia.com/blackcoin/wp-content/plugins/transposh-translation-filter-for-wordpress/js/transposh.js?ver=0.9.6)
00:59:27	28109/28109	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Apr%202016%2022:04:30%20GMT	http://pbs.twimg.com/media/Cf9GnovVIAE9Bz7.jpg	C:/My%20Web%20Sites/BlackCoin/pbs.twimg.com/media/Cf9GnovVIAE9Bz7.jpg	(from http://davtonia.com/blackcoin/)
00:59:27	29486/29486	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Apr%202016%2004:04:48%20GMT	http://pbs.twimg.com/media/Cf-ZFf4WEAEeJmr.jpg	C:/My%20Web%20Sites/BlackCoin/pbs.twimg.com/media/Cf-ZFf4WEAEeJmr.jpg	(from http://davtonia.com/blackcoin/)
00:59:28	129756/129756	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:58:57%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/wallpapers/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/wallpapers/index.html	(from http://davtonia.com/blackcoin/zh/community-projects/)
00:59:30	130101/130101	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:58:58%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/map/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/map/index.html	(from http://davtonia.com/blackcoin/zh/community-projects/)
00:59:30	129911/129911	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:58:59%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-freelancers/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/blackcoin-freelancers/index.html	(from http://davtonia.com/blackcoin/zh/community-projects/)
00:59:31	129853/129853	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:00%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-timeline/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/blackcoin-timeline/index.html	(from http://davtonia.com/blackcoin/zh/community-projects/)
00:59:32	129893/129893	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:01%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/blackbit/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/blackbit/index.html	(from http://davtonia.com/blackcoin/zh/community-projects/)
00:59:33	129948/129948	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:01%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-sound/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/blackcoin-sound/index.html	(from http://davtonia.com/blackcoin/zh/community-projects/)
00:59:34	129434/129434	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:03%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/wallpapers/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/wallpapers/index.html	(from http://davtonia.com/blackcoin/ru/community-projects/)
00:59:35	129815/129815	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:03%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/map/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/map/index.html	(from http://davtonia.com/blackcoin/ru/community-projects/)
00:59:36	129653/129653	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:04%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/blackcoin-freelancers/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/blackcoin-freelancers/index.html	(from http://davtonia.com/blackcoin/ru/community-projects/)
00:59:37	129595/129595	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:05%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/blackcoin-timeline/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/blackcoin-timeline/index.html	(from http://davtonia.com/blackcoin/ru/community-projects/)
00:59:37	129611/129611	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:05%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/blackbit/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/blackbit/index.html	(from http://davtonia.com/blackcoin/ru/community-projects/)
00:59:38	129638/129638	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:06%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/blackcoin-sound/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/blackcoin-sound/index.html	(from http://davtonia.com/blackcoin/ru/community-projects/)
00:59:39	129314/129314	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:07%20GMT	http://davtonia.com/blackcoin/es/portfolio-item/wallpapers/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/wallpapers/index.html	(from http://davtonia.com/blackcoin/es/community-projects/)
00:59:40	129591/129591	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:08%20GMT	http://davtonia.com/blackcoin/es/portfolio-item/map/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/map/index.html	(from http://davtonia.com/blackcoin/es/community-projects/)
00:59:40	129521/129521	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:08%20GMT	http://davtonia.com/blackcoin/es/portfolio-item/blackcoin-freelancers/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/blackcoin-freelancers/index.html	(from http://davtonia.com/blackcoin/es/community-projects/)
00:59:41	0/-1	---M--	500	error ('')			https://davtonia.com/blackhalo/blackhalo.zip	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackhalo/blackhalo.html	(from http://davtonia.com/blackcoin/)
00:59:41	129427/129427	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:09%20GMT	http://davtonia.com/blackcoin/es/portfolio-item/blackcoin-timeline/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/blackcoin-timeline/index.html	(from http://davtonia.com/blackcoin/es/community-projects/)
00:59:42	129419/129419	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:10%20GMT	http://davtonia.com/blackcoin/es/portfolio-item/blackbit/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/blackbit/index.html	(from http://davtonia.com/blackcoin/es/community-projects/)
00:59:43	129434/129434	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:11%20GMT	http://davtonia.com/blackcoin/es/portfolio-item/blackcoin-sound/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/blackcoin-sound/index.html	(from http://davtonia.com/blackcoin/es/community-projects/)
00:59:43	749/749	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/zh/portfolio-item/wallpapers/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/wallpapers/feed/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/wallpapers/)
00:59:44	179/179	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:59:12%20GMT	http://davtonia.com/blackcoin/?p=2152	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/index9dca.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/wallpapers/)
00:59:45	135763/135763	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:13%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/01/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/01/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/wallpapers/)
00:59:46	136213/136213	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:14%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item-category/people/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item-category/people/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/wallpapers/)
00:59:47	738/738	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/zh/portfolio-item/map/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/map/feed/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/map/)
00:59:47	172/172	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:59:14%20GMT	http://davtonia.com/blackcoin/?p=2144	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/indexd2e1.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/map/)
00:59:47	133999/133999	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:15%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item-category/shopping/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item-category/shopping/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/map/)
00:59:48	772/772	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-freelancers/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/blackcoin-freelancers/feed/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-freelancers/)
00:59:48	190/190	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:59:16%20GMT	http://davtonia.com/blackcoin/?p=2136	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/index6521.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-freelancers/)
00:59:48	763/763	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-timeline/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/blackcoin-timeline/feed/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-timeline/)
00:59:48	187/187	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:59:16%20GMT	http://davtonia.com/blackcoin/?p=2150	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/index4be5.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-timeline/)
00:59:50	138659/138659	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:18%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item-category/technology/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item-category/technology/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-timeline/)
00:59:50	743/743	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/zh/portfolio-item/blackbit/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/blackbit/feed/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/blackbit/)
00:59:50	177/177	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:59:19%20GMT	http://davtonia.com/blackcoin/?p=2132	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/indexee0c.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/blackbit/)
00:59:50	764/764	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-sound/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/blackcoin-sound/feed/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-sound/)
00:59:51	184/184	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Apr%202016%2007:59:19%20GMT	http://davtonia.com/blackcoin/?p=2148	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/index0704.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-sound/)
00:59:52	137255/137255	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:20%20GMT	http://davtonia.com/blackcoin/zh/portfolio-item/demo-sierra-farm/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/zh/portfolio-item/demo-sierra-farm/index.html	(from http://davtonia.com/blackcoin/zh/portfolio-item/blackcoin-sound/)
00:59:52	761/761	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/ru/portfolio-item/wallpapers/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/wallpapers/feed/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/wallpapers/)
00:59:53	135857/135857	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:22%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/01/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/01/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/wallpapers/)
00:59:54	135758/135758	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:22%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item-category/people/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item-category/people/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/wallpapers/)
00:59:55	759/759	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/ru/portfolio-item/map/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/map/feed/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/map/)
00:59:55	133768/133768	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:24%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item-category/shopping/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item-category/shopping/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/map/)
00:59:55	795/795	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/ru/portfolio-item/blackcoin-freelancers/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/blackcoin-freelancers/feed/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/blackcoin-freelancers/)
00:59:55	781/781	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/ru/portfolio-item/blackcoin-timeline/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/blackcoin-timeline/feed/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/blackcoin-timeline/)
00:59:57	138021/138021	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:25%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item-category/technology/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item-category/technology/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/blackcoin-timeline/)
00:59:57	757/757	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/ru/portfolio-item/blackbit/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/blackbit/feed/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/blackbit/)
00:59:57	781/781	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/ru/portfolio-item/blackcoin-sound/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/blackcoin-sound/feed/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/blackcoin-sound/)
00:59:58	137417/137417	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:27%20GMT	http://davtonia.com/blackcoin/ru/portfolio-item/demo-sierra-farm/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/ru/portfolio-item/demo-sierra-farm/index.html	(from http://davtonia.com/blackcoin/ru/portfolio-item/blackcoin-sound/)
00:59:58	764/764	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/es/portfolio-item/wallpapers/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/wallpapers/feed/index.html	(from http://davtonia.com/blackcoin/es/portfolio-item/wallpapers/)
00:59:59	135696/135696	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:28%20GMT	http://davtonia.com/blackcoin/es/portfolio-item/01/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/01/index.html	(from http://davtonia.com/blackcoin/es/portfolio-item/wallpapers/)
01:00:00	135545/135545	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:28%20GMT	http://davtonia.com/blackcoin/es/portfolio-item-category/people/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item-category/people/index.html	(from http://davtonia.com/blackcoin/es/portfolio-item/wallpapers/)
01:00:01	746/746	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/es/portfolio-item/map/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/map/feed/index.html	(from http://davtonia.com/blackcoin/es/portfolio-item/map/)
01:00:01	133479/133479	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:30%20GMT	http://davtonia.com/blackcoin/es/portfolio-item-category/shopping/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item-category/shopping/index.html	(from http://davtonia.com/blackcoin/es/portfolio-item/map/)
01:00:01	0/-1	---M--	500	error ('')			https://davtonia.com/blackhalo/blackhalo.zip	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackhalo/blackhalo.html	(from http://davtonia.com/blackcoin/)
01:00:02	796/796	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/es/portfolio-item/blackcoin-freelancers/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/blackcoin-freelancers/feed/index.html	(from http://davtonia.com/blackcoin/es/portfolio-item/blackcoin-freelancers/)
01:00:02	778/778	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/es/portfolio-item/blackcoin-timeline/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/blackcoin-timeline/feed/index.html	(from http://davtonia.com/blackcoin/es/portfolio-item/blackcoin-timeline/)
01:00:06	137658/137658	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:31%20GMT	http://davtonia.com/blackcoin/es/portfolio-item-category/technology/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item-category/technology/index.html	(from http://davtonia.com/blackcoin/es/portfolio-item/blackcoin-timeline/)
01:00:06	137243/137243	---M-Z	200	added ('OK')	text/html	date:Fri,%2015%20Apr%202016%2007:59:32%20GMT	http://davtonia.com/blackcoin/es/portfolio-item/demo-sierra-farm/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/demo-sierra-farm/index.html	(from http://davtonia.com/blackcoin/es/portfolio-item/blackcoin-sound/)
01:00:07	750/750	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/es/portfolio-item/blackbit/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/blackbit/feed/index.html	(from http://davtonia.com/blackcoin/es/portfolio-item/blackbit/)
01:00:07	772/772	---M--	200	added ('OK')	application/rss+xml	etag:%2299b889a9cd748e8b4eca0eb3758d138d%22	http://davtonia.com/blackcoin/es/portfolio-item/blackcoin-sound/feed/	C:/My%20Web%20Sites/BlackCoin/davtonia.com/blackcoin/es/portfolio-item/blackcoin-sound/feed/index.html	(from http://davtonia.com/blackcoin/es/portfolio-item/blackcoin-sound/)
